player_id,name,team_id,team_name,total_match,innings,total_runs,highest_run,average,not_out,strike_rate,ball_faced,batting_hand,4s,6s,50s,100s
17007577,Sachin,3067980,STRIKERS,4,3,17,9,17.00,2,121.43,14,LHB,0,2,0,0
850817,Eqhrishikesh Joshi,3067973,MAVERICKS,6,5,17,7,8.50,3,48.57,35,RHB,1,0,0,0
20047642,Amit Moon,3067975,Royal Warriors,6,4,15,8,5.00,1,68.18,22,RHB,1,0,0,0
13737199,Monty Singh,3980746,Royal Challengers,7,5,15,7,3.00,0,88.24,17,RHB,1,1,0,0
16163736,Abhir Joshi,3067979,PHOENIX,4,2,14,9,7.00,0,70.00,20,RHB,1,0,0,0
19940557,Harsh Bhandari Rahul Arcus,3067973,MAVERICKS,6,3,12,6,-,3,133.33,9,RHB,1,1,0,0
4746732,Aradhya Deshmukh,3980746,Royal Challengers,7,4,12,6,3.00,0,42.86,28,RHB,0,0,0,0
16199977,Shahaji Dhumal,3067979,PHOENIX,4,4,10,8,3.33,1,76.92,13,RHB,0,1,0,0
3552794,Prasad Kunal Icon,3067980,STRIKERS,4,4,9,5,4.50,2,32.14,28,RHB,0,0,0,0
19940638,Bibhu Panda Rahul Arcus,3980746,Royal Challengers,7,3,8,5,-,3,88.89,9,RHB,0,0,0,0
20339476,Dayanand Patil,3980744,Vikings,5,1,7,7,-,1,100.00,7,RHB,1,0,0,0
6406110,Ashish Pandit,3067979,PHOENIX,4,4,6,2,1.50,0,40.00,15,RHB,0,0,0,0
2328786,Saurabh,3067979,PHOENIX,4,3,5,3,2.50,1,38.46,13,RHB,0,0,0,0
4249093,Ravi,3980744,Vikings,5,3,5,3,1.67,0,45.45,11,RHB,0,0,0,0
20574836,Shirish Nimbalkar Arcus B1107,3067979,PHOENIX,4,2,3,3,1.50,0,33.33,9,RHB,0,0,0,0
19940577,Shailesh D Wing Rahul Arcus,3067979,PHOENIX,4,2,3,2,-,2,42.86,7,RHB,0,0,0,0
20323753,Meahul Arcus,3067975,Royal Warriors,6,3,3,2,1.50,1,50.00,6,RHB,0,0,0,0
20121996,Vikas Kulkarni D602,3067980,STRIKERS,4,1,1,1,1.00,0,50.00,2,RHB,0,0,0,0
20121791,Karan,3067980,STRIKERS,4,1,1,1,-,1,50.00,2,RHB,0,0,0,0
16132609,Nitesh Gondhalekar,3980744,Vikings,5,1,1,1,-,1,100.00,1,RHB,0,0,0,0
19941273,Ketan Badhan,3067980,STRIKERS,4,1,0,0,-,0,0.00,1,RHB,0,0,0,0
4814441,Ganesh Shaha,3067980,STRIKERS,4,1,0,0,-,0,0.00,1,RHB,0,0,0,0
16273443,Swapnil Kortikar Arcus,3067973,MAVERICKS,6,1,0,0,-,0,0.00,3,RHB,0,0,0,0
13817283,Sahil Jadhavar,3067973,MAVERICKS,6,1,0,0,-,1,0.00,1,RHB,0,0,0,0
10703577,Yogesh Pandit,3980746,Royal Challengers,7,2,0,0,-,0,0.00,3,RHB,0,0,0,0
16273260,Pranav Kamat,3067975,Royal Warriors,6,3,0,0,-,0,0.00,4,LHB,0,0,0,0
20339498,Nikhil,3980744,Vikings,5,0,0,0,-,0,0,0,RHB,0,0,0,0
10394211,Vaibhav Patil,3067973,MAVERICKS,6,0,0,0,-,0,0,0,RHB,0,0,0,0
