player_id,name,team_id,team_name,total_match,innings,total_runs,highest_run,average,not_out,strike_rate,ball_faced,batting_hand,4s,6s,50s,100s
7814874,Sudarshan Kabra,3980744,Vikings,7,6,30,10,6.00,1,83.33,36,RHB,0,2,0,0
3881514,Raghav,3067979,PHOENIX,8,8,30,13,5.00,2,85.71,35,RHB,0,3,0,0
24593862,Harshad Dewate,3067980,STRIKERS,6,6,29,20,5.80,1,126.09,23,RHB,1,3,0,0
24593860,Mukesh Singh Arcus,3067973,MAVERICKS,6,6,29,13,4.83,0,63.04,46,RHB,1,2,0,0
6406110,Ashish Pandit,12032999,Deccan Knights,6,6,28,22,7.00,2,82.35,34,RHB,1,2,0,0
10393119,Amit Deshmukh,12032999,Deccan Knights,6,6,28,12,4.67,0,59.57,47,RHB,0,1,0,0
20047642,Amit Moon,3067973,MAVERICKS,6,5,26,14,8.67,2,72.22,36,RHB,1,0,0,0
12299664,Sudarshan Patil,3067973,MAVERICKS,6,6,26,13,5.20,1,65.00,40,RHB,2,0,0,0
10392885,Suchit Awalgaonkar,3980744,Vikings,7,7,26,10,4.33,1,66.67,39,RHB,1,1,0,0
2773155,Anurag Singh,3980746,Royal Challengers,9,7,26,8,5.20,2,81.25,32,RHB,2,1,0,0
33119043,Rubal,3067975,Royal Warriors,8,4,24,9,24.00,3,85.71,28,RHB,1,0,0,0
2328786,Saurabh,3067979,PHOENIX,8,5,17,9,5.67,2,60.71,28,RHB,1,0,0,0
7525808,Prashant A,3067979,PHOENIX,8,6,17,7,2.83,0,70.83,24,RHB,0,2,0,0
24790051,Akshay Ratnaparkhi,3980746,Royal Challengers,9,7,17,9,2.83,1,47.22,36,RHB,0,0,0,0
10654570,Nilesh Changade,3980746,Royal Challengers,9,8,17,8,2.83,2,50.00,34,RHB,0,2,0,0
20339498,Nikhil Deshpande Arcus,3980746,Royal Challengers,9,5,16,13,5.33,2,80.00,20,RHB,0,2,0,0
5231273,Mitesh Kumar,3067980,STRIKERS,6,6,16,9,3.20,1,66.67,24,RHB,1,0,0,0
19940638,Bibhu Prasad Panda,3067979,PHOENIX,8,6,15,9,3.75,2,71.43,21,RHB,0,1,0,0
29245404,Vivek Kumar,12032999,Deccan Knights,6,6,14,7,2.33,0,35.90,39,RHB,0,1,0,0
10392715,Rushikesh Saraf,3067975,Royal Warriors,8,3,11,7,3.67,0,73.33,15,RHB,0,1,0,0
16199977,Shahaji Dhumal,3067979,PHOENIX,8,7,10,6,2.00,2,55.56,18,RHB,0,1,0,0
21968770,Sandesh Jain,3067975,Royal Warriors,8,2,9,8,4.50,0,90.00,10,RHB,0,1,0,0
16180968,Sagar Jadhav,3067980,STRIKERS,6,5,9,6,1.80,0,37.50,24,RHB,0,0,0,0
44280235,Parag Bhayani,3067973,MAVERICKS,6,4,6,3,3.00,2,35.29,17,RHB,0,0,0,0
4249093,Ravi,3980744,Vikings,7,4,5,3,2.50,2,62.50,8,RHB,0,0,0,0
26007816,Chirag Rokade,12032999,Deccan Knights,6,6,5,2,1.67,3,55.56,9,RHB,0,0,0,0
44964478,Rushikesh Shete,12032999,Deccan Knights,6,3,4,4,2.00,1,50.00,8,RHB,1,0,0,0
4814441,Ganesh Shaha,12032999,Deccan Knights,6,3,4,3,-,3,36.36,11,RHB,0,0,0,0
27520854,Raman Raman,3980744,Vikings,7,3,3,2,1.50,1,42.86,7,RHB,0,0,0,0
31912310,Palash Soni,3067980,STRIKERS,5,1,2,2,-,1,66.67,3,LHB,0,0,0,0
33119522,Saurabh Sonkar,3067975,Royal Warriors,8,1,2,2,-,1,66.67,3,RHB,0,0,0,0
10703577,Yogesh Pandit,3980746,Royal Challengers,9,3,2,1,-,3,50.00,4,RHB,0,0,0,0
12298915,Meherchandan Rohanekar,3067973,MAVERICKS,6,4,2,1,0.67,1,25.00,8,RHB,0,0,0,0
44280234,Siddharth Shawarikar,3067973,MAVERICKS,6,1,1,1,-,1,33.33,3,RHB,0,0,0,0
23235448,Raghav Sharma,3067975,Royal Warriors,8,1,1,1,-,1,100.00,1,RHB,0,0,0,0
16273268,Anagh Garg,3067980,STRIKERS,4,2,1,1,-,2,25.00,4,RHB,0,0,0,0
20339476,Dayanand Patil,3067980,STRIKERS,6,3,1,1,0.50,1,20.00,5,RHB,0,0,0,0
30912036,Kunal Arora,3067973,MAVERICKS,6,2,0,0,-,0,0.00,2,RHB,0,0,0,0
43660429,Nirav Shah,3980744,Vikings,7,2,0,0,-,2,0.00,2,RHB,0,0,0,0
43281349,Yogesh Potdar,3067979,PHOENIX,8,4,0,0,-,1,0.00,1,RHB,0,0,0,0
24593737,Sunil Giram A Wing Rahul Arcus,3980744,Vikings,1,0,0,0,-,0,0,0,RHB,0,0,0,0
